Generator,Average,KS Test,Z Test,Chi Squared Test,Product of successive values,Correlation Coefficient
KISS,127.48153,0.0023578431372549002,22.871032670696216,0.7347428571428571,0.2478558131217614,-0.02491076837184076
Hadamard1Bit,127.34398,0.004203725490195986,2.7677576585754347,0.5545142857142857,0.24920618048933357,-0.0021727622059723316
Hadamard8Bit,127.73411,0.004638431372549046,-0.40327179950314207,0.8781714285714286,0.25094826665298137,0.0003278662434409016
RY1Bit,127.55929,0.004805882352941215,0.10346294325819065,1.2100114285714285,0.2502509597183598,0.00021077444935969133
RY8Bit,127.61584,0.005282941176470546,4.42502295364501,1.197897142857143,0.2505815774036259,0.0015182825164867027
Uniform1Bit,127.29874,0.005250196078431371,4.949093434510062,0.8864914285714286,0.2492823121233906,0.000839126035719167
Uniform8Bit,127.8101,0.005666666666666709,-1.8381415963171932,1.1242285714285716,0.25146403513246857,0.002949387798282233
LCG,127.71004,0.0051413725490196405,16.26556641348159,1.1770057142857144,0.25041858846116394,-0.0048545347955040235
KISS,127.4695,0.002418039215686285,22.840215408002845,0.53264,0.2478005407505062,-0.024983679559229213
Hadamard1Bit,126.85184,0.007369803921568607,-0.6983644577062438,1.79152,0.24743081033270684,-0.00040453726923203056
Hadamard8Bit,127.45648,0.005272745098039218,-3.58858248267068,2.335337142857143,0.2501779870547628,0.0041446075326971536
RY1Bit,127.73519,0.0055449019607842764,-3.3399387401765814,0.9142628571428572,0.25118864998722734,0.003117628650278231
RY8Bit,127.52892,0.00498529411764706,-0.5117153208252769,0.6053485714285715,0.24999258035640703,-0.0014676513154618083
Uniform1Bit,127.41863,0.004602941176470587,0.6031685994612515,1.3607314285714287,0.2496339680813178,-0.0005290920246600723
Uniform8Bit,127.44501,0.005254509803921614,1.646623182961418,0.7865371428571429,0.24928608947757847,-0.005915117956698368
LCG,127.27933,0.005176862745098099,14.839468977336379,1.8196114285714287,0.24931323899935845,0.0021207543345642165
KISS,127.56468,0.0024880392156862996,19.98224693084296,0.5733485714285714,0.24815052179741384,-0.025203593974777574
Hadamard1Bit,127.03565,0.0066768627450980444,-2.7139355463329307,1.8252342857142858,0.24840007554247348,0.002621259304405864
Hadamard8Bit,127.5114,0.0037184313725490198,-0.6228576926191861,1.1747885714285715,0.25002523027921425,-0.00021868208406111217
RY1Bit,127.33928,0.004094313725490198,0.9980107159529823,1.0634514285714287,0.24946494293854818,0.0011398452305300083
RY8Bit,127.56501,0.004643529411764713,3.5942736944013784,0.9673371428571429,0.25062716817094693,0.0043889118835154445
Uniform1Bit,127.61913,0.0044249019607842666,-0.11874591056456046,0.1701257142857143,0.250553413338826,0.0009992869280837614
Uniform8Bit,127.78161,0.004309411764705895,4.631585454420702,0.7135771428571429,0.2512030553600421,0.0011875533474303953
LCG,127.751,0.005072156862745092,16.237690810933685,1.1776,0.25062474846201466,-0.004345118812570394
KISS,127.54004,0.0023792156862745273,23.46626269859272,0.7835657142857143,0.24809039001578104,-0.024778921494825207
Hadamard1Bit,127.12298,0.006632549019607831,-2.61722850402518,0.9658285714285715,0.24854057614008956,0.0001967498713257588
Hadamard8Bit,127.75263,0.005617843137254885,-3.790750590393927,0.9593142857142858,0.2509191829326947,-0.0009053915983582541
RY1Bit,127.46283,0.004590196078431363,1.7744341026553188,0.9746742857142857,0.24984102636105354,-0.00016861203065782367
RY8Bit,127.17946,0.006233529411764693,-0.5979182431172797,1.66992,0.2486931634406681,-0.0006389091931000228
Uniform1Bit,127.69118,0.004752745098039246,-2.403132392079178,0.7170057142857144,0.25053436170655036,-0.0025651372068970033
Uniform8Bit,127.2459,0.004570980392156865,1.0145257345952674,0.5725942857142857,0.24948599935826143,0.005702576338625247
LCG,127.75264,0.004812549019607815,12.893569245798185,1.5122285714285715,0.251286823364196,0.00352737057915326
KISS,127.513,0.0022874509803921805,21.936084335112394,0.7469257142857143,0.24798830702647795,-0.024722040841955707
Hadamard1Bit,127.7332,0.0048384313725490236,3.137760981614332,1.0671542857142857,0.25132174582030403,0.004833472295068959
Hadamard8Bit,127.77798,0.004729411764705871,-0.7960049279967211,1.2091657142857144,0.2512522369360537,0.0019149671333184165
RY1Bit,127.37287,0.004722941176470541,-2.8538636703576334,1.4055542857142858,0.24897651944608593,-0.006276155016991332
RY8Bit,127.70133,0.0062282352941176455,-1.2592639280052202,2.3396114285714287,0.25094529284392797,0.0017949671981232348
Uniform1Bit,127.60396,0.004636470588235353,-4.868038065442513,0.3429257142857143,0.2505575128800115,0.001811322400044296
Uniform8Bit,127.82927,0.004774313725490198,-0.9752378463098701,0.6054857142857143,0.25119559307857414,-0.0011319832580484119
LCG,127.52729,0.0034205882352941197,14.563786802530647,0.8200914285714286,0.2502455675844697,0.0016760390769265466
KISS,127.47607,0.002389411764705862,21.990499583390207,0.7343314285714286,0.24784249026650268,-0.024776815689300794
Hadamard1Bit,127.8802,0.006254901960784376,2.181024661176094,2.205165714285714,0.2516055445829324,0.0013025431182524432
Hadamard8Bit,127.7147,0.0044756862745097825,-1.1731935831092197,1.1707885714285715,0.2507573569391995,-0.0010136750065064053
RY1Bit,127.56284,0.004328431372549013,-0.22988331572525014,1.1117942857142857,0.2502735700175175,0.0003481916593548572
RY8Bit,127.69715,0.005793333333333317,1.3767671960900074,0.7047085714285715,0.2508648531314183,0.0010439023542808588
Uniform1Bit,127.58356,0.004273333333333351,0.6926147622746893,0.7030628571428572,0.25056193491577367,0.002827401246928319
Uniform8Bit,127.88293,0.00543313725490191,-0.5588044727007538,1.28624,0.2517561026436857,0.003040736242879151
LCG,127.3478,0.004675882352941252,13.218087013653065,1.2881828571428573,0.24949780278271663,0.00107785084860895
KISS,127.48449,0.002319803921568636,23.802214576181832,0.4989257142857143,0.2478386963031506,-0.025194243688854253
Hadamard1Bit,127.24108,0.005087058823529389,0.39283646551083057,0.40413714285714286,0.2488747666407828,-0.001308560090778249
Hadamard8Bit,127.89403,0.005423725490196096,0.8962440669542111,1.20896,0.2514030136841144,-0.0017150658792200123
RY1Bit,127.5751,0.005558823529411783,-5.1689251605966255,1.4594514285714286,0.2504547083148621,0.0018774161536041962
RY8Bit,127.66291,0.004422745098039214,0.9885628505349754,1.2096685714285715,0.2508319394612577,0.002275963953734623
Uniform1Bit,127.57664,0.004403725490196079,4.566392042067524,1.3741485714285715,0.25049215367201577,0.002319125341238815
Uniform8Bit,127.1841,0.004904117647058837,-4.669094348645388,1.5322285714285715,0.24874439840130733,-0.00020960078617022202
LCG,127.48314,0.0037372549019608625,14.599026060880947,1.4195885714285714,0.249923466554926,-9.908233234139046e-05
KISS,127.57967,0.002529411764705891,19.76925541184376,0.64048,0.24823844655209368,-0.02488047885537993
Hadamard1Bit,127.44191,0.004015490196078442,0.6231694403362772,0.7044114285714286,0.24971185721084035,-0.0007636396133944592
Hadamard8Bit,127.79376,0.00532607843137245,-0.20594009135931232,0.8806857142857143,0.25096806231422875,-0.0022495506730763324
RY1Bit,127.60135,0.005931764705882359,0.4340154588509057,1.2316342857142857,0.25046433870720597,0.0008189774287906446
RY8Bit,127.8457,0.006252352941176431,-2.613570997925378,2.055177142857143,0.251710783620715,0.004217715894142103
Uniform1Bit,127.66672,0.005159411764705801,-0.08141268235720475,0.6122514285714286,0.2507229276829463,0.0008659276178914965
Uniform8Bit,127.34271,0.004887450980392144,0.17466119464123045,0.3701257142857143,0.24965270706147893,0.0032372534319039356
LCG,127.71972,0.004756470588235251,16.283093588772374,2.150857142857143,0.25065266123633667,-0.0025328265304734934
KISS,127.53457,0.0023892156862745373,22.677165136338456,0.7733257142857143,0.24804678973356506,-0.02507316805718145
Hadamard1Bit,127.39949,0.004463921568627405,1.6709533349476908,0.42409142857142856,0.24961440141122254,0.00011052942216852027
Hadamard8Bit,127.46665,0.004067450980392157,-1.9146849982730199,1.2042514285714285,0.2497785897505273,-0.0011124727939242525
RY1Bit,127.41822,0.004953725490196077,2.8457090430910563,1.2965942857142858,0.24933268955911192,-0.004107190492474065
RY8Bit,127.3312,0.005040980392156835,-0.18573948993949876,1.2098514285714286,0.2495107208665307,0.0020254878874473863
Uniform1Bit,127.2743,0.004979607843137279,-4.536930150895304,0.8927085714285715,0.24879492439676285,-0.003842032424279724
Uniform8Bit,127.61049,0.004479607843137168,0.10676103390303318,0.51088,0.25033621547288276,-0.0011944518852243361
LCG,127.51725,0.004060784313725474,17.865343714032463,2.2308114285714287,0.2495681993344345,-0.006068273374998715
KISS,127.49235,0.002288235294117591,23.548970762934605,0.6862628571428572,0.24789854280703633,-0.024844627171832327
Hadamard1Bit,127.61836,0.00518470588235298,1.3253274710689928,0.5336228571428572,0.2508350153859097,0.0044673120025797005
Hadamard8Bit,127.80606,0.005041372549019596,-5.24813353992028,0.33622857142857143,0.2514244770283155,0.00263476569905677
RY1Bit,127.38146,0.0061417647058823605,0.2544888365583668,0.9184685714285714,0.2494486738023857,-0.001017064031974033
RY8Bit,127.50962,0.004843725490196071,-0.7041856392003564,0.5582400000000001,0.24982252790616694,-0.0025678658403742605
Uniform1Bit,127.58084,0.0056227450980391724,-0.8502178108716075,1.6243885714285715,0.25032059840013904,6.172808049026809e-05
Uniform8Bit,127.52172,0.004909019607843151,-2.8593676878219902,1.8904685714285716,0.2501789892946939,0.0010910322708242918
LCG,127.63968,0.0036164705882352766,14.004694837746001,0.8517942857142857,0.2504262452851355,-0.001468449914207986
KISS,127.45786,0.0024794117647058966,21.02518278046668,0.7244114285714286,0.24780141165502442,-0.02443645797475895
Hadamard1Bit,127.97532,0.006208627450980386,0.33133760741175733,1.4434285714285715,0.25166616602728736,-0.0024425880169283718
Hadamard8Bit,127.70576,0.0062113725490196,-2.8314605577313916,1.8755657142857143,0.2508201937075089,0.0001297417461739116
RY1Bit,127.45556,0.005269215686274517,-3.3258715674924266,1.1199314285714286,0.2502215384322227,0.004703710477424599
RY8Bit,127.5105,0.004929019607843137,2.0043084764198915,0.6037257142857143,0.24989761839178856,-0.0017204811742441385
Uniform1Bit,127.70297,0.004901960784313708,-0.43219387442573726,1.38768,0.2508826692265391,0.0010139701779879854
Uniform8Bit,127.39305,0.004629215686274515,1.4031932214375848,0.6628342857142857,0.24927746855323255,-0.0036533518562019396
LCG,126.8441,0.006413529411764762,13.548103368607382,3.660891428571429,0.24756788790494952,0.001596770021551623
KISS,127.51229,0.0022782352941176365,22.765195338986068,0.4781257142857143,0.24793943856393744,-0.025316590481675966
Hadamard1Bit,127.55542,0.005419411764705867,-4.95433117971448,0.8603885714285715,0.25070979229592194,0.005827746403131196
Hadamard8Bit,127.04283,0.00642568627450979,2.060879084627008,0.9606857142857144,0.24832822568902002,0.0014112929475247073
RY1Bit,127.43152,0.004086862745098039,-2.2356731543444424,1.6527085714285714,0.24918018192100216,-0.006640453698361561
RY8Bit,127.59615,0.006328039215686275,-3.71511987441663,1.6098285714285714,0.2504384199551315,0.0007418286840208914
Uniform1Bit,128.01121,0.005759411764705846,-1.9973747640158754,1.7400228571428573,0.25179200457901935,-0.002620303217855353
Uniform8Bit,127.32969,0.004991176470588235,3.1804094080435097,1.1095314285714286,0.24940081419268642,0.0007831274769989407
LCG,127.32748,0.004178039215686269,13.304458332086858,0.8490971428571429,0.2493307753531232,0.00012404541879175318
KISS,127.5665,0.002449411764705922,20.816915035955795,0.70048,0.24820555964114116,-0.02468983199622245
Hadamard1Bit,127.33163,0.004789803921568636,-0.5818412276933926,0.8028342857142857,0.24888400764053767,-0.005379404219051918
Hadamard8Bit,127.44758,0.004129607843137206,-1.2738200397803767,0.7990628571428572,0.2496199834739615,-0.0020968452348220073
RY1Bit,127.52952,0.0048449019607843535,0.3858610261819379,0.2918171428571429,0.2499119793197127,-0.0024163452659411227
RY8Bit,127.59991,0.004832941176470595,1.3667822870970399,0.7407542857142857,0.2504969957042875,0.0012961048700905482
Uniform1Bit,127.20159,0.00546666666666662,-1.0838715123060096,0.7409828571428572,0.24902943839126704,0.0023807015590942508
Uniform8Bit,127.48447,0.004959215686274512,0.28562744531943685,1.26688,0.2503616079605591,0.005015652641049894
LCG,127.94386,0.0069088235294118006,15.00700448363494,2.162125714285714,0.25191139769913745,0.0020064242262356102
KISS,127.54196,0.0024192156862745118,23.42558478715478,0.7582857142857143,0.24807042841670288,-0.02516038139074681
Hadamard1Bit,127.56765,0.004959215686274554,0.7855299278602904,0.6384457142857143,0.24953080872600122,-0.008751154595558273
Hadamard8Bit,127.44107,0.0051964705882352885,-1.884127844511121,1.5988114285714286,0.2501234702466168,0.00420133588685078
RY1Bit,127.84156,0.0056319607843137165,-2.5236172816049636,1.518902857142857,0.25116260005352586,-0.002161506102443754
RY8Bit,127.71009,0.004283725490196066,2.19677940957298,0.7517714285714286,0.2505684035694627,-0.003094984116512673
Uniform1Bit,127.55661,0.004165294117647059,0.3287905175877903,1.1893942857142858,0.25000595796038433,-0.0025619439023111617
Uniform8Bit,127.43698,0.0041121568627451,-2.0537733390125426,0.5796571428571429,0.2501626206573451,0.004865401810653663
LCG,127.5735,0.004227058823529473,14.163718991755848,1.9355657142857143,0.250311104418232,0.00028630268001293946
KISS,127.47419,0.0024792156862745163,19.514793597977416,0.7175314285714286,0.24784083673209015,-0.02470899732409156
Hadamard1Bit,127.56284,0.004548431372549011,-0.09762381879613782,0.17977142857142858,0.25024818445031455,4.301580895927745e-05
Hadamard8Bit,127.76804,0.004774901960784339,-0.5841967346484778,0.7682057142857143,0.2510272009294478,-0.00030388733643807426
RY1Bit,127.65602,0.005326666666666646,-1.2355584008481286,2.88896,0.25051081422002,-0.0011834837600187002
RY8Bit,128.00701,0.005986274509803935,0.2240780786106856,1.2655542857142859,0.25184852586703305,-0.0017441627739347531
Uniform1Bit,127.56439,0.003882941176470589,-1.8583202315027416,0.8208457142857143,0.25053883941376515,0.003483793534063787
Uniform8Bit,127.55898,0.004336274509803895,0.9772522959348009,0.8125028571428572,0.250311761864255,0.000977323278624191
LCG,127.85758,0.00534568627450982,16.808079295886355,2.6171428571428574,0.2517832524730453,0.004561162401079596
KISS,127.4779,0.0023009803921568706,23.21604606364662,0.69408,0.24785106259367098,-0.02474582954311664
Hadamard1Bit,127.08502,0.005575882352941153,-2.2541033702701743,2.5165714285714285,0.24837489851253375,-1.7441209056768247e-06
Hadamard8Bit,127.80425,0.005473921568627471,4.086929117196666,1.115702857142857,0.2511438137064942,-0.0005742436614079149
RY1Bit,127.50854,0.004931960784313683,-4.014532103379622,0.25664000000000003,0.25029982249072524,0.0031898458757502225
RY8Bit,127.56848,0.004301764705882352,0.8815924107167691,1.2442742857142857,0.2503051444970418,0.00046657069097907347
Uniform1Bit,127.31811,0.004858039215686283,-0.4210829070388978,1.5287542857142857,0.24891317517558212,-0.004477704381362486
Uniform8Bit,127.37311,0.0046043137254901945,-4.376503767419265,0.52752,0.24930038504537186,-0.0023976396015858415
LCG,127.26342,0.00444666666666671,17.27008572313439,0.9337371428571429,0.24905770949289427,-0.0001951186608649056
KISS,127.52462,0.002427254901960829,24.039094207357984,0.45648,0.2479767355151461,-0.02540824704842483
Hadamard1Bit,127.28456,0.005670588235294094,-1.9795512215749567,0.42470857142857144,0.24893719894522795,-0.002547593091261596
Hadamard8Bit,127.65732,0.005009999999999959,-0.7958378423213889,0.5160228571428571,0.2505945202473916,-0.00023885297713345692
RY1Bit,127.60237,0.005504313725490206,-4.24576995273863,0.6747428571428572,0.2503275636370341,-0.000904371068007472
RY8Bit,127.72531,0.005558627450980347,3.8997539917522803,0.39362285714285716,0.25092372369321564,0.0004612480773964139
Uniform1Bit,127.2699,0.004898235294117648,0.9670059389738881,1.2240457142857144,0.24909001200738545,-9.654035187680571e-05
Uniform8Bit,127.35712,0.004808823529411699,6.167929733245371,0.5421257142857143,0.24997541478682378,0.006370209477998886
LCG,127.52071,0.003165294117647044,14.31789093880005,0.9086628571428572,0.24989108991435552,-0.0022706377320138773
KISS,127.55351,0.0024594117647058766,21.42069671227905,0.77168,0.24817180105672743,-0.024454775209136095
Hadamard1Bit,127.35442,0.004408823529411743,-3.4437829350226177,1.2504,0.24934604009630584,-0.00102746347952903
Hadamard8Bit,127.55281,0.005519607843137209,0.3183063381882636,0.48210285714285717,0.2501864864861627,-0.0002583854031300349
RY1Bit,127.55111,0.00544647058823533,-0.07180976268789556,0.9362285714285714,0.24973775104917684,-0.005522669311006132
RY8Bit,127.39746,0.004757058823529392,-1.3531688691370953,0.7667657142857143,0.24951136277991126,-0.0010346686510737584
Uniform1Bit,127.58381,0.005012352941176523,-3.6691232378084386,0.528,0.2503354917439963,8.842400617582577e-05
Uniform8Bit,127.38901,0.004289019607843114,-0.5272638293837263,0.41430857142857147,0.24955524695577502,-0.00012315119671730632
LCG,127.45748,0.004102156862745093,14.676308444903466,0.5020114285714286,0.24997440777944863,0.0017130218019181412
KISS,127.51103,0.0022190196078431534,24.8526459371458,0.7184685714285715,0.24795936632953458,-0.024998315227344647
Hadamard1Bit,128.15762,0.006803137254901892,-3.2847035886212037,1.6301485714285715,0.2527328126030189,0.0017654699237114576
Hadamard8Bit,127.65059,0.004454509803921536,0.8465556083362185,0.9626514285714286,0.25087588176919867,0.0033887390826529266
RY1Bit,127.44416,0.005019607843137257,1.4727428261740838,0.8208914285714286,0.24993550050840682,0.0018269678482720907
RY8Bit,127.14925,0.005375882352941175,-2.3387093428527748,0.9631085714285714,0.2484126189973948,-0.002553349345886597
Uniform1Bit,127.30339,0.0064523529411764785,-0.4182908592569433,1.3466742857142857,0.24930400999511534,0.0008754119980965573
Uniform8Bit,127.26767,0.004559215686274515,-1.1260704122496297,0.8283428571428572,0.24905331098677974,-0.00039803727095816954
LCG,127.71254,0.004860980392156877,10.688939418241354,1.061577142857143,0.2507881349478607,-0.0005445017571665222
KISS,127.49949,0.002286274509803926,21.965875916318616,0.75792,0.24791261215188184,-0.025009270442842478
Hadamard1Bit,127.56846,0.005072352941176472,2.824890467339943,0.8317028571428572,0.2501933429945639,-0.0009052877310665329
Hadamard8Bit,127.09658,0.006029607843137275,0.8327516416621733,0.9626057142857143,0.24860003955672144,0.0021426405800714036
RY1Bit,127.57801,0.004773333333333296,-2.6785779259026774,0.6392228571428572,0.2502360540714243,-0.0008489608512119489
RY8Bit,127.58917,0.004049019607843207,1.0231246843991766,0.7692800000000001,0.2502246031303053,-0.0014459753334376975
Uniform1Bit,127.93684,0.006660980392156901,2.2074026215259965,1.6021028571428573,0.2517896290074045,0.0008696938680268348
Uniform8Bit,127.53514,0.0048429411764705915,-5.201639362340036,1.3020342857142857,0.25010786839894733,-0.00038060950410111086
LCG,127.70809,0.00491666666666668,15.407239810794634,2.2747885714285716,0.25103938113583085,0.002653725919757436
KISS,127.44954,0.0025780392156862786,22.29128205261134,0.6449828571428572,0.24773340743788086,-0.02483676246760596
Hadamard1Bit,127.53395,0.004283137254901925,0.8523031706708909,0.6675885714285714,0.2503417953825819,0.002488080679042009
Hadamard8Bit,127.4713,0.004335294117647104,-0.15493456433973898,0.9843428571428572,0.25059517538658477,0.0084159243776783
RY1Bit,127.50895,0.005094313725490199,-2.6975736605413196,0.8261028571428571,0.24987101266630304,-0.0018996322390594654
RY8Bit,127.83436,0.0062433333333332675,-0.5066792881055853,1.7461714285714287,0.25178235065703364,0.005582359333773209
Uniform1Bit,127.71351,0.004689019607843181,3.048779986132104,1.0342628571428572,0.25061291627910487,-0.002700367394263078
Uniform8Bit,127.24435,0.0053666666666666585,-0.8259103350904001,0.5095771428571428,0.24902699253828262,0.00038291906158435666
LCG,127.6959,0.004437254901960785,13.372724628842459,1.3380571428571428,0.2510320660300022,0.0031660378430508496
KISS,127.55988,0.0024015686274510006,22.998483835597884,0.5248914285714286,0.2481203844718197,-0.025382653418430247
Hadamard1Bit,127.33118,0.004790784313725482,0.11985820705415796,1.137417142857143,0.24922320595754996,-0.001405317349103826
Hadamard8Bit,127.73061,0.004910588235294118,-1.1178422258111933,1.2919314285714287,0.25071064167004375,-0.0023431151640022443
RY1Bit,127.20539,0.0050811764705882,-0.7275967300401356,0.7074742857142857,0.24862217710988715,-0.002653316257251615
RY8Bit,127.35741,0.005432941176470585,3.226122745983416,1.03296,0.24940591951094418,-0.0004481604521072394
Uniform1Bit,127.62683,0.004540196078431369,-1.576408265494568,0.7828114285714286,0.2507379008430582,0.0028729669627281995
Uniform8Bit,127.22509,0.004521568627451011,3.2551703412259543,0.5371428571428571,0.24856596662852765,-0.004256500087917735
LCG,127.29811,0.00420588235294117,14.609006827871072,0.7325257142857143,0.2494986043286017,0.0034598091814002753
KISS,127.55828,0.002496862745098083,21.70036062897893,0.67744,0.24819453407913658,-0.024423964460381226
Hadamard1Bit,127.56781,0.004484901960784313,-1.2138829339998243,0.5616,0.25016005915537776,-0.0012301471017347819
Hadamard8Bit,127.45226,0.005700196078431377,0.48285280393473146,0.48610285714285717,0.24984034600053628,0.00032079436105304586
RY1Bit,127.5106,0.004052156862745099,1.207852320136284,0.62608,0.2501363192793735,0.0010980680143637138
RY8Bit,127.72786,0.004245294117647069,-1.729114432258006,1.0311771428571428,0.2506454856167157,-0.0029764058660682415
Uniform1Bit,127.79737,0.005166078431372512,-0.39460355812890135,0.4765714285714286,0.25146841626047933,0.0035811767719168457
Uniform8Bit,127.33306,0.005085490196078429,-4.1799442167488134,0.7358171428571428,0.2493978623753895,0.0006481538969167782
LCG,127.37361,0.005020196078431349,15.567952421321847,0.7286400000000001,0.24952236834940383,0.00024163170672849294
KISS,127.50049,0.0023490196078431724,21.35533418422033,0.7887771428571428,0.2479505088784073,-0.024638135342465884
Hadamard1Bit,127.82668,0.005302156862745155,0.20794968483707868,1.3421942857142857,0.251193517394615,-0.0010156693862282615
Hadamard8Bit,127.72162,0.006068823529411738,0.8154423511406637,0.9156342857142857,0.25153378946323096,0.007904727134231494
RY1Bit,127.66066,0.0048578431372549025,2.943527717935453,0.7840228571428571,0.2507586602971031,0.001518574565984889
RY8Bit,127.41843,0.004892352941176473,-0.10014978680419323,1.19184,0.2496130877494853,-0.0008224195706528733
Uniform1Bit,127.36875,0.00660882352941175,-4.577744793020423,1.3565028571428572,0.24929995305335453,-0.0021516750853118843
Uniform8Bit,127.71662,0.004893333333333305,-2.875608244803368,0.4085485714285714,0.25046720747868884,-0.004543990889184088
LCG,127.64719,0.004805686274509724,13.19037662482849,1.8253942857142857,0.2503813364162125,-0.002349467089566291
KISS,127.49165,0.002269215686274473,21.90898478159982,0.7189485714285715,0.2478712344216876,-0.025153532607746942
Hadamard1Bit,127.29536,0.005039999999999989,-1.8792093693132086,0.8434742857142857,0.24859601352645117,-0.0071859823852320195
Hadamard8Bit,127.17099,0.005321960784313712,1.1678894321742985,1.1855771428571429,0.24893790022098683,0.0026963631862531824
RY1Bit,127.33268,0.0045060784313725455,-0.7357420986573041,0.37437714285714285,0.2491194094562977,-0.0026563565976639083
RY8Bit,127.0871,0.005982156862745114,-1.6655806850708945,1.1086628571428572,0.24813809537556808,-0.0029209480536976024
Uniform1Bit,127.57828,0.004516862745098039,2.2376330813686187,0.8292114285714286,0.25022665759145074,-0.0009211609535742562
Uniform8Bit,127.68452,0.004977647058823531,-0.36174689893417894,1.900777142857143,0.2505414845767033,-0.002174798257045135
LCG,127.20396,0.005190196078431353,13.18428635988801,1.4503771428571428,0.24856554078804727,-0.0033054342151671015
